Sample,GroundTruth,Prediction,GroundTruth_Label,Prediction_Label,Correct,Logit0,Logit1,Logit2,Logit3,Logit4,Prob0,Prob1,Prob2,Prob3,Prob4
188,3,3,Fusion,Fusion,Yes,-14.401608,-13.746322,-18.881729,0.770160,-11.630990,0.000000,0.000000,0.000000,0.999995,0.000004
189,0,0,Normal,Normal,Yes,3.255107,-17.034178,-12.582170,-4.226735,-0.062689,0.964510,0.000000,0.000000,0.000543,0.034947
190,0,0,Normal,Normal,Yes,0.934698,-8.378887,-2.425225,-4.930909,-4.330910,0.958929,0.000086,0.033311,0.002719,0.004954
191,0,0,Normal,Normal,Yes,2.764315,-14.382286,-13.283865,-3.228274,-2.554304,0.992657,0.000000,0.000000,0.002479,0.004864
192,1,1,Supraventricular,Supraventricular,Yes,-9.287292,-1.136799,-9.972368,-2.830631,-8.994845,0.000244,0.844142,0.000123,0.155165,0.000326
193,0,0,Normal,Normal,Yes,-1.175725,-6.597528,-8.395149,-6.284297,-6.378121,0.983575,0.004347,0.000720,0.005945,0.005413
194,0,0,Normal,Normal,Yes,2.187641,-30.741087,-15.315995,-9.518785,-3.930940,0.997795,0.000000,0.000000,0.000008,0.002197
195,0,0,Normal,Normal,Yes,1.143358,-10.763451,-11.866390,-3.193043,-3.484597,0.977644,0.000007,0.000002,0.012791,0.009556
196,3,3,Fusion,Fusion,Yes,-15.556505,-16.539642,-21.243401,3.935101,-13.886075,0.000000,0.000000,0.000000,1.000000,0.000000
197,0,0,Normal,Normal,Yes,2.132271,-27.060535,-11.846492,-9.996595,-0.852091,0.951857,0.000000,0.000001,0.000005,0.048137
198,0,0,Normal,Normal,Yes,3.398402,-15.814338,-10.938520,-3.149021,-1.483386,0.991063,0.000000,0.000001,0.001421,0.007516
199,0,0,Normal,Normal,Yes,-0.269188,-16.814260,-9.821783,-6.608819,-2.944935,0.933976,0.000000,0.000066,0.001648,0.064309
200,0,0,Normal,Normal,Yes,-3.655245,-16.858900,-11.193427,-6.297400,-5.887513,0.848157,0.000002,0.000452,0.060395,0.090994
201,0,0,Normal,Normal,Yes,-3.300726,-7.550351,-7.175190,-6.429676,-5.792346,0.860900,0.012285,0.017877,0.037676,0.071262
202,0,0,Normal,Normal,Yes,1.477058,-13.890687,-12.855909,-2.560964,-4.602357,0.980466,0.000000,0.000001,0.017288,0.002245
203,3,3,Fusion,Fusion,Yes,-9.499799,-12.017993,-19.489084,-0.072350,-7.878219,0.000080,0.000006,0.000000,0.999506,0.000407
204,0,0,Normal,Normal,Yes,-4.677479,-14.199750,-6.677257,-9.214925,-5.850600,0.687031,0.000050,0.093000,0.007352,0.212567
205,0,0,Normal,Normal,Yes,0.051605,-12.183766,-10.152795,-2.256243,-5.620798,0.906654,0.000004,0.000034,0.090189,0.003119
206,0,0,Normal,Normal,Yes,3.685825,-18.396008,-11.967162,-7.018974,-1.115909,0.991829,0.000000,0.000000,0.000022,0.008148
207,0,2,Normal,Ventricular,No,-6.324262,-21.355234,-1.690057,-13.684235,-7.762478,0.009598,0.000000,0.988117,0.000006,0.002278
208,0,0,Normal,Normal,Yes,0.740629,-6.180464,-9.667480,-4.729334,-2.937729,0.970410,0.000958,0.000029,0.004087,0.024517
209,2,2,Ventricular,Ventricular,Yes,-5.029622,-10.545962,-2.237766,-4.946311,-4.855589,0.051041,0.000205,0.832536,0.055475,0.060743
210,0,0,Normal,Normal,Yes,0.668596,-23.986237,-11.008433,-9.041960,-0.827763,0.816985,0.000000,0.000007,0.000050,0.182959
211,3,3,Fusion,Fusion,Yes,-8.256615,-11.827316,-20.195696,2.218117,-6.573732,0.000028,0.000001,0.000000,0.999819,0.000152
212,0,0,Normal,Normal,Yes,1.862440,-11.431767,-12.448338,-3.235729,-3.144360,0.987359,0.000002,0.000001,0.006031,0.006608
213,0,0,Normal,Normal,Yes,0.691487,-7.456973,-11.996676,-4.737626,-3.605548,0.982040,0.000284,0.000003,0.004308,0.013364
214,1,1,Supraventricular,Supraventricular,Yes,-4.777905,-2.249993,-12.496405,-5.144250,-5.782438,0.068553,0.858786,0.000030,0.047525,0.025105
215,0,0,Normal,Normal,Yes,-4.017215,-5.887021,-12.763005,-5.796137,-5.895643,0.677524,0.104443,0.000108,0.114380,0.103546
216,0,0,Normal,Normal,Yes,-2.614617,-5.571600,-9.037510,-6.115978,-5.181607,0.861681,0.044786,0.001399,0.025985,0.066148
217,0,0,Normal,Normal,Yes,-0.307193,-8.873859,-10.949305,-4.183802,-4.311211,0.962300,0.000183,0.000023,0.019940,0.017554
218,0,0,Normal,Normal,Yes,1.435958,-7.588422,-9.709223,-4.485644,-7.150266,0.997007,0.000120,0.000014,0.002673,0.000186
219,2,0,Ventricular,Normal,No,-3.010379,-5.565954,-3.648783,-5.199997,-5.008791,0.539580,0.041897,0.284971,0.060411,0.073140
220,0,0,Normal,Normal,Yes,0.599674,-17.101454,-12.398155,-10.467229,-10.526791,0.999967,0.000000,0.000002,0.000016,0.000015
221,0,0,Normal,Normal,Yes,-3.455676,-15.176677,-11.802035,-9.320810,-6.925522,0.966927,0.000008,0.000229,0.002743,0.030093
222,0,0,Normal,Normal,Yes,-0.917605,-18.018702,-11.916733,-10.746034,-11.186701,0.999895,0.000000,0.000017,0.000054,0.000035
223,0,0,Normal,Normal,Yes,0.593302,-10.585253,-9.823568,-3.022151,-7.835505,0.973551,0.000014,0.000029,0.026193,0.000213
224,0,0,Normal,Normal,Yes,2.808394,-10.989693,-12.151398,-3.809127,-3.463001,0.996783,0.000001,0.000000,0.001332,0.001884
225,2,2,Ventricular,Ventricular,Yes,-13.574629,-15.979945,-7.012750,-8.249476,-7.413904,0.000721,0.000065,0.509835,0.148022,0.341358
226,0,0,Normal,Normal,Yes,-3.214913,-7.435627,-10.125496,-5.093400,-3.532515,0.527315,0.007745,0.000526,0.080585,0.383829
227,0,0,Normal,Normal,Yes,-3.867676,-5.524892,-9.839887,-6.955094,-7.558539,0.791272,0.150871,0.002017,0.036098,0.019743
228,2,2,Ventricular,Ventricular,Yes,-9.445829,-14.133909,-5.042316,-8.729117,-6.329163,0.009314,0.000086,0.761302,0.019072,0.210226
229,0,0,Normal,Normal,Yes,-6.743966,-10.083934,-8.816033,-7.633587,-9.227219,0.603994,0.021404,0.076058,0.248128,0.050416
230,0,0,Normal,Normal,Yes,2.828154,-16.637201,-6.262370,-4.989616,-2.907458,0.996270,0.000000,0.000112,0.000401,0.003217
231,2,2,Ventricular,Ventricular,Yes,-5.613720,-7.909394,-1.133215,-6.350460,-2.699641,0.009234,0.000930,0.815208,0.004420,0.170207
232,0,0,Normal,Normal,Yes,1.117271,-12.722000,-11.408488,-2.283087,-4.424637,0.964055,0.000001,0.000004,0.032162,0.003778
233,0,0,Normal,Normal,Yes,3.658658,-26.935581,-15.329608,-8.294786,-3.421276,0.999152,0.000000,0.000000,0.000006,0.000841
234,0,0,Normal,Normal,Yes,-5.652964,-6.969058,-9.165679,-10.305244,-7.989031,0.712127,0.190979,0.021233,0.006794,0.068868
235,0,0,Normal,Normal,Yes,0.433199,-9.820030,-3.771883,-6.028841,-5.441469,0.981040,0.000035,0.014637,0.001532,0.002756
236,0,1,Normal,Supraventricular,No,-4.793935,-4.541376,-8.129501,-5.970860,-4.737026,0.271025,0.348895,0.009647,0.083537,0.286896
237,0,0,Normal,Normal,Yes,0.433063,-14.839120,-11.827731,-3.460687,-2.358803,0.924487,0.000000,0.000004,0.018831,0.056677
238,0,0,Normal,Normal,Yes,1.935522,-8.920576,-13.354320,-3.494908,-3.963305,0.992907,0.000019,0.000000,0.004350,0.002723
239,0,0,Normal,Normal,Yes,1.607726,-9.643877,-9.172055,-5.479822,-5.815960,0.998536,0.000013,0.000021,0.000834,0.000596
240,2,3,Ventricular,Fusion,No,-10.741550,-15.430459,-8.586149,-6.411865,-8.134912,0.010089,0.000093,0.087085,0.765988,0.136745
241,1,1,Supraventricular,Supraventricular,Yes,-9.639862,-2.805989,-16.201651,-3.350413,-6.064118,0.000665,0.617393,0.000001,0.358196,0.023745
242,0,0,Normal,Normal,Yes,-2.022420,-8.860711,-6.237262,-5.931949,-3.361708,0.770458,0.000826,0.011383,0.015448,0.201885
243,0,0,Normal,Normal,Yes,-2.105343,-10.057152,-7.124602,-5.708168,-3.376159,0.760566,0.000268,0.005027,0.020723,0.213417
244,0,0,Normal,Normal,Yes,0.386933,-20.175138,-13.311852,-6.947276,-5.521119,0.996640,0.000000,0.000001,0.000651,0.002708
245,0,0,Normal,Normal,Yes,-1.234383,-12.102841,-8.659766,-5.804709,-3.795370,0.918950,0.000018,0.000548,0.009515,0.070969
246,0,0,Normal,Normal,Yes,2.349761,-9.516775,-9.767598,-4.322862,-5.148493,0.998172,0.000007,0.000005,0.001263,0.000553
247,0,0,Normal,Normal,Yes,2.404063,-17.067753,-12.990314,-5.762555,-1.128812,0.971341,0.000000,0.000000,0.000276,0.028383
248,0,0,Normal,Normal,Yes,1.529287,-16.217772,-5.174211,-4.847481,-3.473729,0.990447,0.000000,0.001215,0.001684,0.006653
249,2,2,Ventricular,Ventricular,Yes,-8.847844,-2.445299,-0.165873,-8.075791,-8.084785,0.000154,0.092765,0.906418,0.000333,0.000330
250,0,0,Normal,Normal,Yes,3.533431,-13.108159,-12.700605,-0.252589,-3.836126,0.977215,0.000000,0.000000,0.022169,0.000616
251,1,1,Supraventricular,Supraventricular,Yes,-7.995669,-1.969530,-10.590226,-2.555865,-8.255573,0.001547,0.640689,0.000116,0.356455,0.001193
252,0,0,Normal,Normal,Yes,0.462602,-10.513986,-6.340540,-4.201215,-13.494879,0.989552,0.000017,0.001099,0.009332,0.000001
253,0,0,Normal,Normal,Yes,4.366602,-16.073475,-8.144835,-5.818635,-3.351967,0.999514,0.000000,0.000004,0.000038,0.000444
254,2,2,Ventricular,Ventricular,Yes,-11.533326,-14.627436,-7.181301,-7.947251,-7.924052,0.006591,0.000299,0.511729,0.237899,0.243482
255,0,0,Normal,Normal,Yes,-6.953326,-10.925786,-7.416099,-7.941856,-7.897756,0.415043,0.007814,0.261284,0.154447,0.161411
256,1,1,Supraventricular,Supraventricular,Yes,-8.001588,-0.653811,-6.204088,-6.775043,-5.791458,0.000636,0.987559,0.003838,0.002168,0.005798
257,0,0,Normal,Normal,Yes,2.265858,-18.692537,-8.237674,-5.772710,-2.461197,0.990881,0.000000,0.000027,0.000320,0.008772
258,0,4,Normal,Unknown,No,-6.530697,-5.932756,-13.700247,-5.166935,-4.846685,0.082528,0.150066,0.000064,0.322756,0.444587
259,2,0,Ventricular,Normal,No,-6.442242,-7.095592,-7.101052,-9.670219,-9.076984,0.465302,0.242097,0.240778,0.018443,0.033380
260,0,0,Normal,Normal,Yes,2.327196,-12.572796,-13.316408,-4.451364,-4.688579,0.997968,0.000000,0.000000,0.001136,0.000896
261,2,2,Ventricular,Ventricular,Yes,-4.959949,-10.073586,-1.044570,-5.591628,-5.319374,0.019083,0.000115,0.957335,0.010146,0.013321
262,1,1,Supraventricular,Supraventricular,Yes,-9.250532,-1.378157,-10.532853,-6.881802,-9.282514,0.000379,0.995096,0.000105,0.004052,0.000367
263,0,0,Normal,Normal,Yes,-3.578397,-9.643478,-14.479308,-10.676303,-9.409097,0.993933,0.002308,0.000018,0.000822,0.002918
264,0,0,Normal,Normal,Yes,1.185286,-8.061591,-13.845185,-3.024359,-4.213894,0.980903,0.000095,0.000000,0.014568,0.004434
265,0,0,Normal,Normal,Yes,-4.186680,-11.860376,-16.142637,-11.536353,-11.186177,0.997978,0.000464,0.000006,0.000642,0.000910
266,2,4,Ventricular,Unknown,No,-11.286516,-14.577072,-11.539935,-9.468678,-8.920522,0.053687,0.001999,0.041669,0.330632,0.572014
267,0,0,Normal,Normal,Yes,2.042054,-6.873819,-3.318701,-3.140910,-5.657274,0.989221,0.000133,0.004647,0.005551,0.000448
268,0,0,Normal,Normal,Yes,-3.144335,-6.660100,-6.442581,-6.492234,-4.079953,0.669266,0.019894,0.024728,0.023530,0.262582
269,0,0,Normal,Normal,Yes,-1.722474,-12.910235,-5.133229,-6.415306,-4.404758,0.900416,0.000012,0.029728,0.008248,0.061595
270,0,0,Normal,Normal,Yes,-1.764930,-5.992710,-12.097997,-3.493113,-5.268886,0.818128,0.011932,0.000027,0.145305,0.024608
271,0,0,Normal,Normal,Yes,-2.174040,-12.633670,-6.373745,-8.230769,-3.821906,0.826562,0.000024,0.012398,0.001936,0.159080
272,0,0,Normal,Normal,Yes,2.543393,-12.815315,-6.761693,-6.641162,-2.767402,0.994894,0.000000,0.000090,0.000102,0.004913
273,0,0,Normal,Normal,Yes,-0.208079,-18.256334,-10.238821,-9.007679,-9.696146,0.999730,0.000000,0.000044,0.000151,0.000076
274,0,0,Normal,Normal,Yes,0.484561,-16.648499,-5.424165,-3.492645,-3.914681,0.967361,0.000000,0.002627,0.018126,0.011886
275,0,0,Normal,Normal,Yes,0.290962,-17.474979,-11.932250,-10.010880,-10.442945,0.999940,0.000000,0.000005,0.000034,0.000022
276,4,0,Unknown,Normal,No,2.759442,-17.910856,-12.529857,-3.804522,-0.777577,0.970393,0.000000,0.000000,0.001369,0.028238
277,2,1,Ventricular,Supraventricular,No,-9.977089,-7.853274,-9.748730,-14.637677,-13.115977,0.093700,0.783615,0.117738,0.000886,0.004060
278,1,1,Supraventricular,Supraventricular,Yes,-10.751047,0.583934,-8.650637,-8.885990,-11.064502,0.000012,0.999805,0.000098,0.000077,0.000009
279,0,0,Normal,Normal,Yes,-5.980141,-10.928818,-8.274147,-10.754529,-6.115394,0.502540,0.003564,0.050687,0.004243,0.438966
280,3,3,Fusion,Fusion,Yes,-8.152736,-7.495682,-14.772174,-1.371950,-7.311748,0.001129,0.002177,0.000002,0.994076,0.002617
281,0,0,Normal,Normal,Yes,2.641956,-27.292933,-13.747499,-8.992447,-3.363654,0.997532,0.000000,0.000000,0.000009,0.002459
282,0,0,Normal,Normal,Yes,1.480309,-16.429558,-11.689944,-6.406473,-1.549274,0.953549,0.000000,0.000002,0.000358,0.046091
283,0,2,Normal,Ventricular,No,-7.135748,-11.441517,-5.977762,-9.774428,-8.101385,0.215091,0.002902,0.684745,0.015369,0.081894
284,0,0,Normal,Normal,Yes,0.249009,-7.221704,-8.562302,-4.233407,-3.767916,0.970843,0.000553,0.000145,0.010976,0.017483
285,0,0,Normal,Normal,Yes,0.741938,-11.259007,-6.521395,-6.559943,-6.227408,0.997684,0.000006,0.000699,0.000673,0.000938
286,0,0,Normal,Normal,Yes,1.867181,-12.197513,-15.444610,-2.477807,-2.794768,0.978071,0.000001,0.000000,0.012687,0.009241
287,0,0,Normal,Normal,Yes,8.574064,-25.818584,-15.440736,-1.183851,-3.630135,0.999937,0.000000,0.000000,0.000058,0.000005
288,2,2,Ventricular,Ventricular,Yes,-10.861479,-7.387810,0.425674,-6.188298,-8.182827,0.000013,0.000403,0.998063,0.001339,0.000182
289,0,0,Normal,Normal,Yes,2.868725,-13.540264,-9.577420,-7.665411,-1.879778,0.991380,0.000000,0.000004,0.000026,0.008590
290,0,0,Normal,Normal,Yes,6.423372,-23.879179,-14.602104,-1.460371,-3.717192,0.999584,0.000000,0.000000,0.000377,0.000039
291,1,1,Supraventricular,Supraventricular,Yes,-5.460118,-2.393288,-12.170496,-5.616853,-6.328743,0.042106,0.904180,0.000051,0.035998,0.017665
292,0,0,Normal,Normal,Yes,-4.247120,-11.755692,-10.471961,-10.645190,-9.744464,0.991778,0.000544,0.001963,0.001651,0.004064
293,0,0,Normal,Normal,Yes,3.652581,-13.233952,-10.640870,-3.806548,-3.188848,0.998357,0.000000,0.000001,0.000575,0.001067
294,0,3,Normal,Fusion,No,-3.104558,-6.037578,-5.076079,-2.843804,-3.236630,0.297030,0.015813,0.041360,0.385517,0.260281
295,0,0,Normal,Normal,Yes,-2.058856,-6.489035,-6.880161,-6.772494,-3.988785,0.851717,0.010146,0.006862,0.007642,0.123634
296,3,3,Fusion,Fusion,Yes,-12.544543,-16.771170,-30.735479,0.786591,-12.836446,0.000002,0.000000,0.000000,0.999997,0.000001
297,2,2,Ventricular,Ventricular,Yes,-3.606791,-5.978107,-0.915813,-5.077858,-2.294353,0.050545,0.004719,0.745341,0.011609,0.187786
298,3,3,Fusion,Fusion,Yes,-0.113430,-21.232519,-32.218151,7.875231,-7.469105,0.000339,0.000000,0.000000,0.999661,0.000000
299,0,0,Normal,Normal,Yes,0.391958,-8.974091,-13.630336,-5.788269,-7.558707,0.997497,0.000085,0.000001,0.002065,0.000352
300,0,0,Normal,Normal,Yes,2.729131,-21.653685,-14.906626,-9.861452,-2.132293,0.992317,0.000000,0.000000,0.000003,0.007680
301,0,0,Normal,Normal,Yes,3.091751,-15.537568,-10.822749,-3.505899,-0.939867,0.981248,0.000000,0.000001,0.001338,0.017413
302,0,0,Normal,Normal,Yes,1.373147,-9.879725,-9.562398,-4.040765,-4.412781,0.992501,0.000013,0.000018,0.004421,0.003047
303,0,0,Normal,Normal,Yes,1.733921,-10.467847,-6.807501,-2.415194,-4.788642,0.982851,0.000005,0.000192,0.015508,0.001445
304,1,1,Supraventricular,Supraventricular,Yes,-6.972437,-2.316576,-7.165583,-8.017097,-9.690445,0.009307,0.979131,0.007673,0.003274,0.000614
305,0,0,Normal,Normal,Yes,4.959256,-12.922640,-8.335647,-2.611080,-1.990723,0.998526,0.000000,0.000002,0.000515,0.000957
306,0,0,Normal,Normal,Yes,9.196199,-27.400223,-15.889402,-1.845408,-2.666393,0.999977,0.000000,0.000000,0.000016,0.000007
307,1,1,Supraventricular,Supraventricular,Yes,-9.430405,-1.674409,-12.702291,-5.224786,-7.222088,0.000414,0.968003,0.000016,0.027795,0.003772
308,3,3,Fusion,Fusion,Yes,-2.928207,-20.087765,-40.787418,2.573753,-10.417969,0.004062,0.000000,0.000000,0.995936,0.000002
309,0,0,Normal,Normal,Yes,-0.110627,-17.976435,-10.311583,-3.941838,-1.694822,0.815107,0.000000,0.000030,0.017674,0.167189
310,1,1,Supraventricular,Supraventricular,Yes,-9.105890,-2.940813,-8.158415,-8.204211,-8.145149,0.002064,0.982133,0.005323,0.005085,0.005395
311,4,4,Unknown,Unknown,Yes,-6.461095,-15.616842,-13.567087,-5.009053,-4.617129,0.086249,0.000009,0.000071,0.368442,0.545229
312,0,0,Normal,Normal,Yes,0.454088,-8.533004,-6.723681,-6.325191,-3.622700,0.981366,0.000123,0.000749,0.001116,0.016646
313,0,0,Normal,Normal,Yes,3.339653,-26.398960,-1.246196,-10.657307,-3.780442,0.989115,0.000000,0.010084,0.000001,0.000800
314,0,0,Normal,Normal,Yes,-5.493063,-12.571404,-6.668196,-8.134268,-7.853309,0.677831,0.000572,0.209299,0.048313,0.063985
315,0,0,Normal,Normal,Yes,2.649872,-30.855892,-17.433943,-9.011473,1.408679,0.775766,0.000000,0.000000,0.000007,0.224227
316,0,0,Normal,Normal,Yes,3.118752,-23.928188,-14.545426,-8.552674,-3.029093,0.997858,0.000000,0.000000,0.000009,0.002134
317,4,0,Unknown,Normal,No,-5.267672,-12.029887,-10.781950,-6.503901,-6.186570,0.590102,0.000683,0.002377,0.171411,0.235426
318,0,3,Normal,Fusion,No,-7.071394,-11.159708,-16.650249,-4.431237,-7.368842,0.063392,0.001063,0.000004,0.888459,0.047082
319,0,0,Normal,Normal,Yes,3.379409,-13.746433,-6.935767,-4.650654,-1.708026,0.993510,0.000000,0.000033,0.000323,0.006134
320,0,0,Normal,Normal,Yes,-1.918305,-25.028358,-12.316560,-8.620221,-2.104858,0.546128,0.000000,0.000017,0.000671,0.453185
321,0,0,Normal,Normal,Yes,-2.362957,-6.777644,-6.697298,-5.391017,-3.697590,0.748014,0.009050,0.009807,0.036211,0.196918
322,2,2,Ventricular,Ventricular,Yes,-7.757466,-7.693085,-7.619651,-13.805006,-12.028199,0.309540,0.330124,0.355279,0.000732,0.004325
323,0,0,Normal,Normal,Yes,1.220717,-24.956873,-11.589550,-5.708102,-2.457382,0.974419,0.000000,0.000003,0.000954,0.024624
324,0,0,Normal,Normal,Yes,-2.776708,-6.396914,-6.204010,-8.068439,-6.511413,0.918978,0.024608,0.029843,0.004625,0.021945
325,0,0,Normal,Normal,Yes,1.421720,-19.453205,-9.508361,-5.943162,-1.067859,0.922853,0.000000,0.000017,0.000584,0.076546
326,2,2,Ventricular,Ventricular,Yes,-10.680016,-7.382232,0.652331,-7.023427,-7.448940,0.000012,0.000324,0.998898,0.000463,0.000303
327,0,0,Normal,Normal,Yes,-0.180058,-13.290173,-14.364897,-2.054398,-6.400737,0.865466,0.000002,0.000001,0.132811,0.001720
328,0,0,Normal,Normal,Yes,0.219804,-10.445333,-11.968435,-3.804203,-4.477952,0.973686,0.000023,0.000005,0.017411,0.008876
329,0,2,Normal,Ventricular,No,-4.343931,-6.332651,-2.506885,-5.349033,-6.406476,0.126455,0.017308,0.793878,0.046283,0.016076
330,0,0,Normal,Normal,Yes,-3.074695,-11.429709,-12.411082,-5.247910,-7.516468,0.888171,0.000209,0.000078,0.101084,0.010458
331,0,0,Normal,Normal,Yes,-1.591344,-8.484379,-5.587059,-5.535623,-4.678612,0.922168,0.000936,0.016963,0.017858,0.042075
332,0,0,Normal,Normal,Yes,2.891896,-7.462569,-8.247296,-3.884898,-3.515055,0.997172,0.000032,0.000014,0.001137,0.001645
333,0,0,Normal,Normal,Yes,-1.442742,-7.964800,-9.647289,-4.909746,-5.218858,0.947090,0.001393,0.000259,0.029559,0.021699
334,0,0,Normal,Normal,Yes,-2.418547,-11.711060,-3.915946,-6.181788,-4.442205,0.725067,0.000067,0.162206,0.016828,0.095833
335,0,0,Normal,Normal,Yes,3.692222,-24.399721,-14.147306,-10.581207,-1.813037,0.995951,0.000000,0.000000,0.000001,0.004049
336,0,0,Normal,Normal,Yes,1.313804,-7.626933,-6.557633,-4.634858,-5.065644,0.995205,0.000130,0.000380,0.002597,0.001688
337,4,0,Unknown,Normal,No,-1.606745,-7.456304,-5.893877,-4.483199,-2.211320,0.617564,0.001779,0.008488,0.034790,0.337379
338,0,0,Normal,Normal,Yes,-0.380193,-11.419719,-14.600539,-9.060306,-7.929483,0.999287,0.000016,0.000001,0.000170,0.000526
339,0,0,Normal,Normal,Yes,2.116687,-15.877844,-12.205480,-4.558376,-0.879414,0.951254,0.000000,0.000001,0.001200,0.047545
340,2,2,Ventricular,Ventricular,Yes,-5.706995,-10.923561,-3.212437,-4.668785,-6.414772,0.060832,0.000330,0.737064,0.171799,0.029974
341,0,0,Normal,Normal,Yes,3.616925,-14.715078,-15.038832,-3.248893,-2.162879,0.995885,0.000000,0.000000,0.001039,0.003077
342,0,0,Normal,Normal,Yes,4.162580,-16.642593,-15.525795,-2.155379,-4.359565,0.998001,0.000000,0.000000,0.001800,0.000199
343,0,0,Normal,Normal,Yes,4.448753,-13.544805,-13.879885,-1.149561,-1.326467,0.993238,0.000000,0.000000,0.003679,0.003083
344,0,0,Normal,Normal,Yes,1.518585,-9.225988,-10.358987,-4.391566,-3.893498,0.992849,0.000021,0.000007,0.002692,0.004430
345,0,0,Normal,Normal,Yes,1.042742,-22.985186,-16.417383,-8.153649,-2.575892,0.973785,0.000000,0.000000,0.000099,0.026116
346,0,0,Normal,Normal,Yes,0.092159,-9.732728,-13.120704,-3.637216,-4.959774,0.970440,0.000052,0.000002,0.023298,0.006208
347,1,1,Supraventricular,Supraventricular,Yes,-10.954607,-4.846606,-10.503021,-5.887804,-11.708320,0.001636,0.735403,0.002570,0.259621,0.000770
348,0,0,Normal,Normal,Yes,-4.334762,-10.201230,-15.277048,-9.509446,-8.834597,0.980758,0.002778,0.000017,0.005549,0.010897
349,0,0,Normal,Normal,Yes,2.380780,-12.767876,-6.309738,-5.101265,-2.154758,0.988677,0.000000,0.000166,0.000557,0.010600
350,0,0,Normal,Normal,Yes,-0.441284,-23.491034,-7.051723,-7.762053,-3.290262,0.943475,0.000000,0.001270,0.000624,0.054630
351,0,0,Normal,Normal,Yes,-1.427370,-8.950624,-6.483954,-5.489974,-2.994958,0.811254,0.000438,0.005165,0.013957,0.169185
352,0,0,Normal,Normal,Yes,2.549978,-13.170060,-7.317095,-6.532183,-3.358924,0.997127,0.000000,0.000052,0.000113,0.002707
353,0,0,Normal,Normal,Yes,-0.616501,-28.744421,-10.020355,-13.259995,-6.352877,0.996699,0.000000,0.000082,0.000003,0.003216
354,0,0,Normal,Normal,Yes,3.988502,-26.881750,-15.342191,-11.165779,-2.874695,0.998955,0.000000,0.000000,0.000000,0.001044
355,0,0,Normal,Normal,Yes,0.781170,-14.709332,-11.680855,-4.974958,-1.953330,0.936247,0.000000,0.000004,0.002962,0.060787
356,0,0,Normal,Normal,Yes,4.620826,-13.116723,-13.942634,-2.974519,-3.692698,0.999252,0.000000,0.000000,0.000502,0.000245
357,0,0,Normal,Normal,Yes,-1.136416,-17.993341,-11.991288,-11.402828,-10.226450,0.999833,0.000000,0.000019,0.000035,0.000113
358,0,0,Normal,Normal,Yes,-2.600303,-6.656233,-8.235505,-6.302638,-5.152219,0.890086,0.015416,0.003178,0.021955,0.069366
359,1,1,Supraventricular,Supraventricular,Yes,-9.999357,-2.150478,-10.405670,-7.443659,-9.345284,0.000388,0.993615,0.000258,0.004994,0.000746
360,0,0,Normal,Normal,Yes,1.165739,-10.526624,-11.051975,-4.243154,-3.867874,0.989115,0.000008,0.000005,0.004428,0.006444
361,0,0,Normal,Normal,Yes,6.185798,-15.943067,-11.250381,-2.889966,-1.135709,0.999225,0.000000,0.000000,0.000114,0.000661
